dishID,title,directions,time
9u.XIdXVsNsSfUcDbXvZkHTgXpF/kcq,Spinach Quiche,Preheat oven to 375 degrees F (190 degrees C).In a medium skillet melt butter over medium heat. Saute garlic and onion in butter until lightly browned about 7 minutes. Stir in spinach mushrooms feta and 1/2 cup Cheddar cheese. Season with salt and pepper. Spoon mixture into pie crust.In a medium bowl whisk together eggs and milk. Season with salt and pepper. Pour into the pastry shell allowing egg mixture to thoroughly combine with spinach mixture.Bake in preheated oven for 15 minutes. Sprinkle top with remaining Cheddar cheese and bake an additional 35 to 40 minutes until set in center. Allow to stand 10 minutes before serving.,1 hour
dUINnST47gVjptPcUDBOY0A35WJjW/2,Gourmet Sweet Potato Classic,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.Bake sweet potatoes 35 minutes in the preheated oven or until they begin to soften. Cool slightly peel and mash.In a large bowl mix the mashed sweet potatoes salt 1/4 cup butter eggs vanilla extract cinnamon sugar and heavy cream. Transfer to the prepared baking dish.In a medium bowl combine 1/4 cup butter flour brown sugar and chopped pecans. Mix with a pastry blender or your fingers to the consistency of course meal. Sprinkle over the sweet potato mixture.Bake 30 minutes in the preheated oven until topping is crisp and lightly browned.,1 hour- 30 minutes
/nWcd8oOwqkbzjohMPPxQkY.oB3aXoK,Refried Beans Without the Refry,Place the onion rinsed beans jalapeno garlic salt pepper and cumin into a slow cooker. Pour in the water and stir to combine. Cook on High for 8 hours adding more water as needed. Note: if more than 1 cup of water has evaporated during cooking then the temperature is too high.Once the beans have cooked strain them and reserve the liquid. Mash the beans with a potato masher adding the reserved water as needed to attain desired consistency.,1 hour- 30 minutes
MhtuXwqunC.C1kGAQhewdZThlsYQ.yS,Colleen's Slow Cooker Jambalaya,In a slow cooker mix the chicken sausage tomatoes with juice onion green bell pepper celery and broth. Season with oregano parsley Cajun seasoning cayenne pepper and thyme.Cover and cook 7 to 8 hours on Low or 3 to 4 hours on High. Stir in the shrimp during the last 30 minutes of cook time.,20 minutes
9P1WzqQcXiMIumNbNAlKmhCM87uFu8u,Chicken Fried Chicken,Place crackers in a large resealable plastic bag; seal bag and crush crackers with a rolling pin until they are coarse crumbs. Add the flour potato flakes seasoned salt and pepper and mix well.Beat egg in a shallow dish or bowl. One by one dredge chicken pieces in egg then place in bag with crumb mixture. Seal bag and shake to coat.Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).Fry chicken turning frequently until golden brown and juices run clear 15 to 20 minutes.,2 hours- 30 minutes
CyukJbvGZvnvD51CE8QRcz4VpS6W6IG,Extreme Chocolate Cake,Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch cake pans.Use the first set of ingredients to make the cake. In a medium bowl stir together the sugar flour cocoa baking soda baking powder and salt. Add the eggs milk oil and vanilla mix for 3 minutes with an electric mixer. Stir in the boiling water by hand. Pour evenly into the two prepared pans.Bake for 30 to 35 minutes in the preheated oven until a toothpick inserted comes out clean. Cool for 10 minutes before removing from pans to cool completely.To make the frosting use the second set of ingredients. Cream butter until light and fluffy. Stir in the cocoa and confectioners' sugar alternately with the milk and vanilla. Beat to a spreading consistency.Split the layers of cooled cake horizontally cover the top of each layer with frosting then stack them onto a serving plate. Frost the outside of the cake.,2 hours- 30 minutes
TtkhPjIBSn4yD2wBscNWa5T/lsiZckS,Honey Baked Chicken II,Preheat oven to 350 degrees F (175 degrees C).Place chicken pieces in a shallow baking pan skin side up. Combine the melted butter or margarine honey mustard salt and curry powder and pour the mixture over the chicken. Bake in the preheated oven for 1 1/4 hours (75 minutes) basting every 15 minutes with pan drippings until the chicken is nicely browned and tender and the juices run clear.,2 hours
1qgAvBDFheCJpKk9JZxJF27dqoSmrdm,Simple Scones,Adjust oven rack to lower-middle position and preheat oven to 400 degrees.In a medium bowl mix flour 1/3 cup sugar baking powder baking soda and salt. Grate butter into flour mixture on the large holes of a box grater; use your fingers to work in butter (mixture should resemble coarse meal) then stir in raisins.In a small bowl whisk sour cream and egg until smooth.Using a fork stir sour cream mixture into flour mixture until large dough clumps form. Use your hands to press the dough against the bowl into a ball. (The dough will be sticky in places and there may not seem to be enough liquid at first but as you press the dough will come together.)Place on a lightly floured surface and pat into a 7- to 8-inch circle about 3/4-inch thick. Sprinkle with remaining 1 tsp. of sugar. Use a sharp knife to cut into 8 triangles; place on a cookie sheet (preferably lined with parchment paper) about 1 inch apart. Bake until golden about 15 to 17 minutes. Cool for 5 minutes and serve warm or at room temperature.,2 hours- 30 minutes
zw2MBZhz4lc/KHnS/K5SU.VyK3ZJ7kC,Aunt Teen's Creamy Chocolate Fudge,Line an 8x8 inch pan with aluminum foil. Set aside.In a large saucepan over medium heat combine marshmallow cream sugar evaporated milk butter and salt. Bring to a full boil and cook for 5 minutes stirring constantly.Remove from heat and pour in semisweet chocolate chips and milk chocolate chips. Stir until chocolate is melted and mixture is smooth. Stir in nuts and vanilla. Pour into prepared pan. Chill in refrigerator for 2 hours or until firm.,15 minutes
m8TdGLwaejjQzVzIcc1OeRQ4.M1JyXm,Raspberry and Almond Shortbread Thumbprints,Preheat oven to 350 degrees F (175 degrees C).In a medium bowl cream together butter and white sugar until smooth. Mix in 1/2 teaspoon almond extract. Mix in flour until dough comes together. Roll dough into 1 1/2 inch balls and place on ungreased cookie sheets. Make a small hole in the center of each ball using your thumb and finger and fill the hole with preserves.Bake for 14 to 18 minutes in preheated oven or until lightly browned. Let cool 1 minute on the cookie sheet.In a medium bowl mix together the confectioners' sugar 3/4 teaspoon almond extract and milk until smooth. Drizzle lightly over warm cookies.,15 minutes
LekmaxdCXU177t1iSy5mgBcMpK2ymke,Caramel Apple Pork Chops,Preheat oven to 175 degrees F (80 degrees C). Place a medium dish in the oven to warm.Heat a large skillet over medium-high heat. Brush chops lightly with oil and place in hot pan. Cook for 5 to 6 minutes turning occasionally or until done. Transfer to the warm dish and keep warm in the preheated oven.In a small bowl combine brown sugar salt and pepper cinnamon and nutmeg. Add butter to skillet and stir in brown sugar mixture and apples. Cover and cook until apples are just tender. Remove apples with a slotted spoon and arrange on top of chops. Keep warm in the preheated oven.Continue cooking sauce uncovered in skillet until thickened slightly. Spoon sauce over apples and chops. Sprinkle with pecans.,2 hours- 30 minutes
jD6i0pn4iLSEaizE2A7UMzLGYHA7EpS,Catherine's Spicy Chicken Soup,In a large pot over medium heat combine water chicken salt pepper garlic powder parsley onion powder and bouillon cubes. Bring to a boil then reduce heat and simmer 1 hour or until chicken juices run clear. Remove chicken reserve broth. Shred chicken.In a large pot over medium heat cook onion and garlic in olive oil until slightly browned. Stir in salsa diced tomatoes whole tomatoes tomato soup chili powder corn chili beans sour cream shredded chicken and 5 cups broth. Simmer 30 minutes.,2 hours
6Mk/g0eI2NX1Onu.VxhtRCphtr6YLoy,Classic Macaroni Salad,Bring a large pot of lightly salted water to a boil. Add the macaroni and cook until tender about 8 minutes. Rinse under cold water and drain.In a large bowl mix together the mayonnaise vinegar sugar mustard salt and pepper. Stir in the onion celery green pepper carrot pimentos and macaroni. Refrigerate for at least 4 hours before serving but preferably overnight.,2 hours- 30 minutes
aC2.sDXujB17wTVVAUFhmln8JqrNCLm,Actually Delicious Turkey Burgers,In a large bowl mix ground turkey seasoned bread crumbs onion egg whites parsley garlic salt and pepper. Form into 12 patties.Cook the patties in a medium skillet over medium heat turning once to an internal temperature of 180 degrees F (85 degrees C).,1 hour- 30 minutes
4ZXpiO9d3sH36X1Deap6fpmR9nSt5Ze,Tomato Chicken Parmesan,Preheat oven to 375 degrees F (190 degrees C).Pour beaten eggs into a shallow dish or bowl. In another shallow dish or bowl mix together the grated Parmesan cheese and bread crumbs. Dip chicken breasts into beaten egg then into bread crumb mixture to coat.In a large skillet heat oil over medium high heat. Add coated chicken and saute for about 8 to 10 minutes each side or until chicken is cooked through and juices run clear.Pour tomato sauce into a lightly greased 9x13 inch baking dish. Add chicken then place a slice of Monterey Jack cheese over each breast and bake in the preheated oven for 20 minutes or until cheese is completely melted.,30 minutes
R31A3gO9nvhBMPeTUeaVjfCrscoGtAG,Banana Cake VI,Preheat oven to 275 degrees F (135 degrees C). Grease and flour a 9x13 inch pan. In a small bowl mix mashed bananas with lemon juice set aside. In a medium bowl mix flour baking soda and salt. Set aside.In a large bowl cream 3/4 cup butter and 2 1/8 cups sugar until light and fluffy. Beat in the eggs one at a time then stir in 2 teaspoons vanilla. Beat in the flour mixture alternately with the buttermilk. Stir in banana mixture. Pour batter into prepared pan.Bake in preheated oven for 1 hour or until a toothpick inserted into the center of the cake comes out clean. Remove from oven and place directly into freezer for 45 minutes. This will make the cake very moist.For the frosting: In a large bowl cream 1/2 cup butter and cream cheese until smooth. Beat in 1 teaspoon vanilla. Add confectioners sugar and beat on low speed until combined then on high until frosting is smooth. Spread on cooled cake.,20 minutes
AaYuRg0XtVq3qnkTwH9MdHvC65qKRsG,Cha Cha's White Chicken Chili,Heat the oil in a large saucepan over medium-low heat. Slowly cook and stir the onion until tender. Mix in the garlic jalapeno green chile peppers cumin oregano and cayenne. Continue to cook and stir the mixture until tender about 3 minutes. Mix in the chicken broth chicken and white beans. Simmer 15 minutes stirring occasionally.Remove the mixture from heat. Slowly stir in the cheese until melted. Serve warm.,2 hours
4T.P2e0Q634XZW2BEWL6ZPN7yFM2mgO,Lemon Garlic Tilapia,Preheat oven to 375 degrees F (190 degrees C). Spray a baking dish with non-stick cooking spray.Rinse tilapia fillets under cool water and pat dry with paper towels.Place fillets in baking dish. Pour lemon juice over fillets then drizzle butter on top. Sprinkle with garlic parsley and pepper.Bake in preheated oven until the fish is white and flakes when pulled apart with a fork about 30 minutes.,15 minutes
6.qo1mYck4GZ/.rGtw4.1eDID4p8F56,Best Tuna Casserole,Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes or until al dente; drain.Preheat oven to 425 degrees F (220 degrees C).In a large bowl thoroughly mix noodles onion 1 cup cheese peas tuna soup and mushrooms. Transfer to a 9x13 inch baking dish and top with potato chip crumbs and remaining 1 cup cheese.Bake for 15 to 20 minutes in the preheated oven or until cheese is bubbly.,20 minutes
A6VMpbHhFBIDjDYPkiZujbqHRlxaCfq,Lentil Soup,In a large soup pot heat oil over medium heat. Add onions carrots and celery; cook and stir until onion is tender. Stir in garlic bay leaf oregano and basil; cook for 2 minutes.Stir in lentils and add water and tomatoes. Bring to a boil. Reduce heat and simmer for at least 1 hour. When ready to serve stir in spinach and cook until it wilts. Stir in vinegar and season to taste with salt and pepper and more vinegar if desired.,15 minutes
V0jjYTCQK7P0RXDbYFxFnvkj/TcAyWC,White Cheese Chicken Lasagna,Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water for 8 to 10 minutes. Drain and rinse with cold water.Melt the butter in a large saucepan over medium heat. Cook the onion and garlic in the butter until tender stirring frequently. Stir in the flour and salt and simmer until bubbly. Mix in the broth and milk and boil stirring constantly for 1 minute. Stir in 2 cups mozzarella cheese and 1/4 cup Parmesan cheese. Season with the basil oregano and ground black pepper. Remove from heat and set aside.Spread 1/3 of the sauce mixture in the bottom of a 9x13 inch baking dish. Layer with 1/3 of the noodles the ricotta and the chicken. Arrange 1/3 of the noodles over the chicken and layer with 1/3 of the sauce mixture spinach and the remaining 2 cups mozzarella cheese and 1/2 cup Parmesan cheese. Arrange remaining noodles over cheese and spread remaining sauce evenly over noodles. Sprinkle with parsley and 1/4 cup Parmesan cheese.Bake 35 to 40 minutes in the preheated oven.,20 minutes
ohjcL/IyGmav0vz3tyDcNQhgOyVEU.C,Pizza Casserole,Cook noodles according to package directions.Preheat oven to 350 degrees F (175 degrees C).In a medium skillet over medium-high heat brown the ground beef with the onion garlic and green bell pepper. Drain excess fat. Stir in the noodles pepperoni pizza sauce and milk and mix well. Pour this mixture into a 2-quart casserole dish.Bake at 350 degrees F (175 degrees C) for 20 minutes top with the cheese then bake for 5 to 10 more minutes.,2 hours
szwhEjVH0llmsObbOwsZ/EQzJTiE08K,Absolutely Ultimate Potato Soup,In a Dutch oven cook the bacon over medium heat until done. Remove bacon from pan and set aside. Drain off all but 1/4 cup of the bacon grease.Cook celery and onion in reserved bacon drippings until onion is translucent about 5 minutes. Stir in garlic and continue cooking for 1 to 2 minutes. Add cubed potatoes and toss to coat. Saute for 3 to 4 minutes. Return bacon to the pan and add enough chicken stock to just cover the potatoes. Cover and simmer until potatoes are tender.In a separate pan melt butter over medium heat. Whisk in flour. Cook stirring constantly for 1 to 2 minutes. Whisk in the heavy cream tarragon and cilantro. Bring the cream mixture to a boil and cook stirring constantly until thickened. Stir the cream mixture into the potato mixture. Puree about 1/2 the soup and return to the pan. Adjust seasonings to taste.,15 minutes
wxYDsLItovp2CvONFmgRtkWDgxFeiT6,Chicken Breasts Pierre,In a shallow dish or bowl combine flour 1/2 teaspoon salt and ground black pepper. Coat chicken breasts with flour mixture. Melt butter in a large skillet over medium heat and brown chicken on all sides. Remove from skillet and drain on paper towels.In the same skillet combine the tomatoes water brown sugar vinegar and Worcestershire sauce. Season with salt chili powder mustard celery seed garlic and hot pepper sauce. Bring to a boil; reduce heat and return chicken to skillet. Cover and simmer for 35 to 40 minutes or until chicken is tender no longer pink and juices run clear.,1 hour- 30 minutes
tJzQ2hTPyQvXI2tXEMNJp05xI61SGXG,Unbelievable Chicken,In a large glass bowl mix the cider vinegar mustard garlic lime juice lemon juice brown sugar salt and pepper. Whisk in the olive oil. Place chicken in the mixture. Cover and marinate 8 hours or overnight.Preheat an outdoor grill for high heat.Lightly oil the grill grate. Place chicken on the prepared grill and cook 6 to 8 minutes per side until juices run clear. Discard marinade.,30 minutes
9aNVhy.W33MSyYftO2GjOfuCtIVFQXC,Grandma's Lemon Meringue Pie,Preheat oven to 350 degrees F (175 degrees C).To Make Lemon Filling: In a medium saucepan whisk together 1 cup sugar flour cornstarch and salt. Stir in water lemon juice and lemon zest. Cook over medium-high heat stirring frequently until mixture comes to a boil. Stir in butter. Place egg yolks in a small bowl and gradually whisk in 1/2 cup of hot sugar mixture. Whisk egg yolk mixture back into remaining sugar mixture. Bring to a boil and continue to cook while stirring constantly until thick. Remove from heat. Pour filling into baked pastry shell.To Make Meringue: In a large glass or metal bowl whip egg whites until foamy. Add sugar gradually and continue to whip until stiff peaks form. Spread meringue over pie sealing the edges at the crust.Bake in preheated oven for 10 minutes or until meringue is golden brown.,20 minutes
loAxtqu8RstY1FR0WVSxJYyYoVXz.XG,Cranberry Sauce,In a medium sized saucepan over medium heat dissolve the sugar in the orange juice. Stir in the cranberries and cook until the cranberries start to pop (about 10 minutes). Remove from heat and place sauce in a bowl. Cranberry sauce will thicken as it cools.,2 hours- 30 minutes
CGaLz.ORPx2kr0QP32tEAUhz8EQcD5i,Caramel Popcorn,Preheat oven to 250 degrees F (95 degrees C). Place popcorn in a very large bowl.In a medium saucepan over medium heat melt butter. Stir in brown sugar corn syrup and salt. Bring to a boil stirring constantly. Boil without stirring 4 minutes. Remove from heat and stir in soda and vanilla. Pour in a thin stream over popcorn stirring to coat.Place in two large shallow baking dishes and bake in preheated oven stirring every 15 minutes for 1 hour. Remove from oven and let cool completely before breaking into pieces.,30 minutes
Illx4V5DctVrOmdw/Oq3iL.nrtd.jsi,Naan,In a large bowl dissolve yeast in warm water. Let stand about 10 minutes until frothy. Stir in sugar milk egg salt and enough flour to make a soft dough. Knead for 6 to 8 minutes on a lightly floured surface or until smooth. Place dough in a well oiled bowl cover with a damp cloth and set aside to rise. Let it rise 1 hour until the dough has doubled in volume.Punch down dough and knead in garlic. Pinch off small handfuls of dough about the size of a golf ball. Roll into balls and place on a tray. Cover with a towel and allow to rise until doubled in size about 30 minutes.During the second rising preheat grill to high heat.At grill side roll one ball of dough out into a thin circle. Lightly oil grill. Place dough on grill and cook for 2 to 3 minutes or until puffy and lightly browned. Brush uncooked side with butter and turn over. Brush cooked side with butter and cook until browned another 2 to 4 minutes. Remove from grill and continue the process until all the naan has been prepared.,2 hours- 30 minutes
BPCk9Sh57O8PUfTN/SIdfbHYUuunAuK,Easiest Peanut Butter Fudge,Melt butter in a medium saucepan over medium heat. Stir in brown sugar and milk. Bring to a boil and boil for 2 minutes stirring frequently. Remove from heat. Stir in peanut butter and vanilla. Pour over confectioners' sugar in a large mixing bowl. Beat until smooth; pour into an 8x8 inch dish. Chill until firm and cut into squares.,1 hour- 30 minutes
FMc8nXCUDRRlC/adWyAU2kenOMqlGEu,Buttery Soft Pretzels,In a small bowl dissolve yeast and 1 teaspoon sugar in 1 1/4 cup warm water. Let stand until creamy about 10 minutes.In a large bowl mix together flour 1/2 cup sugar and salt. Make a well in the center; add the oil and yeast mixture. Mix and form into a dough. If the mixture is dry add one or two more tablespoons of water. Knead the dough until smooth about 7 to 8 minutes. Lightly oil a large bowl place the dough in the bowl and turn to coat with oil. Cover with plastic wrap and let rise in a warm place until doubled in size about 1 hour.Preheat oven to 450 degrees F (230 degrees C). Grease 2 baking sheets.In a large bowl dissolve baking soda in 4 cups hot water; set aside. When risen turn dough out onto a lightly floured surface and divide into 12 equal pieces. Roll each piece into a rope and twist into a pretzel shape. Once all of the dough is shaped dip each pretzel into the baking soda-hot water solution and place pretzels on baking sheets. Sprinkle with kosher salt.Bake in preheated oven until browned about 8 minutes.,1 hour
CovFkbmxmQeAan3jjua2gr.l4qnwjIS,Italian Sausage Soup with Tortellini,In a 5 quart Dutch oven brown sausage. Remove sausage and drain reserving 1 tablespoon of the drippings.Saute onions and garlic in drippings. Stir in beef broth water wine tomatoes carrots basil oregano tomato sauce and sausage. Bring to a boil. Reduce heat; simmer uncovered for 30 minutes.Skim fat from the soup. Stir in zucchini and parsley. Simmer covered for 30 minutes. Add tortellini during the last 10 minutes. Sprinkle with Parmesan cheese on top of each serving.,1 hour
CfGsQTOXQ3KCU6N6ls3oIsMKxRIlTfW,Hummus III,Place the garbanzo beans tahini lemon juice salt and garlic in a blender or food processor. Blend until smooth. Transfer mixture to a serving bowl.Drizzle olive oil over the garbanzo bean mixture. Sprinkle with paprika and parsley.,20 minutes
